SKU,Product Name,French Description,Category,"French Category Name
",num_of_inv,Line,Color,Size,Volume,Product UPC,MSRP,MAP,NET Price,List Price,Brand Code,Brand Discount Y/N,Brand Discount,Attention: Net Price Change,Attention: New Catalog SKU
N31800-001,PREM EXT ST MUL CLR- 1G,{N/A},CLEAN PREP SOLVENTS & ADDITIVES BM,SOLVANTS ADDITIFS NETT PREP BM,18,0N318,00,001,quart,023906088484,,,$25.67,$26.19,BMC,Y,-1.25%,N,N
N33306-005,REGAL PREM INT SEMI-WHITE DOVE,{N/A},REGAL CLASSIC INTERIOR,REGAL SELECT INTERIEUR,42,0N333,06,005,,023906944704,,,$218.20,$222.63,BMC,Y,-1.25%,N,N
N34.1.1,TOUGH WALLS ACR EGG -WHITE,{N/A},TOUGH WALLS,TOUGH WALLS,31,0UC07,01,001,quart,023906766658,,,$23.82,$29.27,COR,Y,-18%,N,N
N34.32.1,TOUGH WALLS ACR EGG -PASTEL BS,{N/A},TOUGH WALLS,TOUGH WALLS,45,0UC07,32,001,quart,023906766665,,,$22.51,$27.66,COR,Y,-18%,N,N
N34.32.4,TOUGH WALLS ACR EGG -PASTEL BS,{N/A},TOUGH WALLS,TOUGH WALLS,30,0UC07,32,004,gallon,023906766672,,,$8.72,$10.72,COR,Y,-18%,N,N
N34.32.5,TOUGH WALLS ACR EGG -PASTEL BS,{N/A},TOUGH WALLS,TOUGH WALLS,9,0UC07,32,005,,023906766689,,,$107.76,$132.40,COR,Y,-18%,N,N
N34.33.1,TOUGH WALLS ACR EGG -TINT BASE,{N/A},TOUGH WALLS,TOUGH WALLS,27,0UC07,33,001,quart,023906766696,,,$21.18,$26.03,COR,Y,-18%,N,N
N34.33.4,TOUGH WALLS ACR EGG -TINT BASE,{N/A},TOUGH WALLS,TOUGH WALLS,29,0UC07,33,004,gallon,023906766702,,,$8.39,$10.31,COR,Y,-18%,N,N
N34.33.5,TOUGH WALLS ACR EGG -TINT BASE,{N/A},TOUGH WALLS,TOUGH WALLS,36,0UC07,33,005,,023906766719,,,$101.16,$124.29,COR,Y,-18%,N,N
N34.36.1,TOUGH WALLS ACR EGG -ACCENT BS,{N/A},TOUGH WALLS,TOUGH WALLS,33,0UC07,36,001,quart,023906766726,,,$15.90,$19.54,COR,Y,-18%,N,N
N34.36.4,TOUGH WALLS ACR EGG -ACCENT BS,{N/A},TOUGH WALLS,TOUGH WALLS,22,0UC07,36,004,gallon,023906766733,,,$7.08,$8.69,COR,Y,-18%,N,N
N34.36.5,TOUGH WALLS ACR EGG -ACCENT BS,{N/A},TOUGH WALLS,TOUGH WALLS,38,0UC07,36,005,,023906766740,,,$74.76,$91.85,COR,Y,-18%,N,N
N37200-001,ECO SPEC WB LTX PRM-WHITE,{N/A},ECO SPEC,ECO SPEC,15,0N372,00,001,quart,023906050542,,,$27.92,$32.33,BMP,Y,-13%,N,N
N37200-005,ECO SPEC WB LTX PRM-WHITE,{N/A},ECO SPEC,ECO SPEC,42,0N372,00,005,,023906050559,,,$122.82,$142.24,BMP,Y,-13%,N,N
N37301-001,ECO SPEC WB INT FL -WHITE,{N/A},ECO SPEC,ECO SPEC,7,0N373,01,001,quart,023906050580,,,$30.92,$35.80,BMP,Y,-13%,N,N
N37301-005,ECO SPEC WB INT FL -WHITE,{N/A},ECO SPEC,ECO SPEC,39,0N373,01,005,,023906050597,,,$136.30,$157.85,BMP,Y,-13%,N,N
N3731X-001,ECO SPEC WB INT FL -BASE 1,{N/A},ECO SPEC,ECO SPEC,11,0N373,1X,001,quart,023906050603,,,$29.22,$33.84,BMP,Y,-13%,N,N
N3731X-005,ECO SPEC WB INT FL -BASE 1,{N/A},ECO SPEC,ECO SPEC,16,0N373,1X,005,,023906050610,,,$127.87,$148.09,BMP,Y,-13%,N,N
N3732X-001,ECO SPEC WB INT FL -BASE 2,{N/A},ECO SPEC,ECO SPEC,42,0N373,2X,001,quart,023906050627,,,$27.47,$31.82,BMP,Y,-13%,N,N
N3733X-001,ECO SPEC WB INT FL -BASE 3,{N/A},ECO SPEC,ECO SPEC,13,0N373,3X,001,quart,023906050641,,,$22.22,$25.74,BMP,Y,-13%,N,N
N3734X-001,ECO SPEC WB INT FL -BASE 4,{N/A},ECO SPEC,ECO SPEC,30,0N373,4X,001,quart,023906050665,,,$20.54,$23.79,BMP,Y,-13%,N,N
N37401-001,ECO SPEC WB INT EGG-WHITE,{N/A},ECO SPEC,ECO SPEC,42,0N374,01,001,quart,023906050689,,,$35.34,$40.93,BMP,Y,-13%,N,N
N37401-005,ECO SPEC WB INT EGG-WHITE,{N/A},ECO SPEC,ECO SPEC,12,0N374,01,005,,023906050696,,,$156.21,$180.91,BMP,Y,-13%,N,N
N3741X-001,ECO SPEC WB INT EGG-BASE 1,{N/A},ECO SPEC,ECO SPEC,32,0N374,1X,001,quart,023906050702,,,$33.66,$38.98,BMP,Y,-13%,N,N
N3741X-005,ECO SPEC WB INT EGG-BASE 1,{N/A},ECO SPEC,ECO SPEC,36,0N374,1X,005,,023906050719,,,$147.84,$171.22,BMP,Y,-13%,N,N
N3742X-001,ECO SPEC WB INT EGG-BASE 2,{N/A},ECO SPEC,ECO SPEC,9,0N374,2X,001,quart,023906050726,,,$31.91,$36.95,BMP,Y,-13%,N,N
N3742X-005,ECO SPEC WB INT EGG-BASE 2,{N/A},ECO SPEC,ECO SPEC,19,0N374,2X,005,,023906050733,,,$139.09,$161.08,BMP,Y,-13%,N,N
N3743X-001,ECO SPEC WB INT EGG-BASE 3,{N/A},ECO SPEC,ECO SPEC,25,0N374,3X,001,quart,023906050740,,,$26.67,$30.88,BMP,Y,-13%,N,N
N3743X-005,ECO SPEC WB INT EGG-BASE 3,{N/A},ECO SPEC,ECO SPEC,44,0N374,3X,005,,023906050757,,,$112.89,$130.73,BMP,Y,-13%,N,N
N3744X-001,ECO SPEC WB INT EGG-BASE 4,{N/A},ECO SPEC,ECO SPEC,26,0N374,4X,001,quart,023906050764,,,$24.99,$28.94,BMP,Y,-13%,N,N
N3744X-005,ECO SPEC WB INT EGG-BASE 4,{N/A},ECO SPEC,ECO SPEC,25,0N374,4X,005,,023906050771,,,$104.49,$121.01,BMP,Y,-13%,N,N
N37601-001,ECO SPEC WB INT S/G-WHITE,{N/A},ECO SPEC,ECO SPEC,22,0N376,01,001,quart,023906050788,,,$35.84,$41.51,BMP,Y,-13%,N,N
N37601-005,ECO SPEC WB INT S/G-WHITE,{N/A},ECO SPEC,ECO SPEC,27,0N376,01,005,,023906050795,,,$158.69,$183.78,BMP,Y,-13%,N,N
N3761X-001,ECO SPEC WB INT S/G-BASE 1,{N/A},ECO SPEC,ECO SPEC,31,0N376,1X,001,quart,023906050801,,,$34.17,$39.57,BMP,Y,-13%,N,N
N3761X-005,ECO SPEC WB INT S/G-BASE 1,{N/A},ECO SPEC,ECO SPEC,20,0N376,1X,005,,023906050818,,,$150.29,$174.06,BMP,Y,-13%,N,N
N3762X-001,ECO SPEC WB INT S/G-BASE 2,{N/A},ECO SPEC,ECO SPEC,11,0N376,2X,001,quart,023906050825,,,$32.42,$37.55,BMP,Y,-13%,N,N
N3763X-001,ECO SPEC WB INT S/G-BASE 3,{N/A},ECO SPEC,ECO SPEC,40,0N376,3X,001,quart,023906050849,,,$27.18,$31.48,BMP,Y,-13%,N,N
N3764X-001,ECO SPEC WB INT S/G-BASE 4,{N/A},ECO SPEC,ECO SPEC,38,0N376,4X,001,quart,023906050863,,,$25.50,$29.53,BMP,Y,-13%,N,N
N40001-001,REGAL SELECT EXT FLAT-WHITE,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,43,0N400,01,001,quart,023906072490,$82.99,$72.99,$43.01,$43.89,BMC,Y,-1.25%,N,N
N40001-004,REGAL SELECT EXT FLAT-WHITE,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,25,0N400,01,004,gallon,023906072506,$33.99,$29.99,$16.34,$16.67,BMC,Y,-1.25%,N,N
N40001-005,REGAL SELECT EXT FLAT-WHITE,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,17,0N400,01,005,,023906072513,$414.95,$364.95,$213.37,$217.70,BMC,Y,-1.25%,N,N
N4001X-001,REGAL SELECT EXT FLAT-BASE 1,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,8,0N400,1X,001,quart,023906072520,$82.99,$72.99,$41.25,$42.09,BMC,Y,-1.25%,N,N
N4001X-004,REGAL SELECT EXT FLAT-BASE 1,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,25,0N400,1X,004,gallon,023906072537,$33.99,$29.99,$15.67,$15.99,BMC,Y,-1.25%,N,N
N4001X-005,REGAL SELECT EXT FLAT-BASE 1,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,40,0N400,1X,005,,023906072544,$414.95,$364.95,$204.63,$208.79,BMC,Y,-1.25%,N,N
N4002X-001,REGAL SELECT EXT FLAT-BASE 2,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,41,0N400,2X,001,quart,023906072551,$82.99,$72.99,$39.45,$40.25,BMC,Y,-1.25%,N,N
N4002X-004,REGAL SELECT EXT FLAT-BASE 2,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,42,0N400,2X,004,gallon,023906072568,$33.99,$29.99,$14.99,$15.29,BMC,Y,-1.25%,N,N
N4002X-005,REGAL SELECT EXT FLAT-BASE 2,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,25,0N400,2X,005,,023906072575,$414.95,$364.95,$195.56,$199.53,BMC,Y,-1.25%,N,N
N4003X-001,REGAL SELECT EXT FLAT-BASE 3,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,41,0N400,3X,001,quart,023906072582,$82.99,$72.99,$34.01,$34.70,BMC,Y,-1.25%,N,N
N4003X-004,REGAL SELECT EXT FLAT-BASE 3,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,45,0N400,3X,004,gallon,023906072599,$33.99,$29.99,$12.93,$13.19,BMC,Y,-1.25%,N,N
N4003X-005,REGAL SELECT EXT FLAT-BASE 3,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,41,0N400,3X,005,,023906072605,$414.95,$364.95,$168.42,$171.84,BMC,Y,-1.25%,N,N
N4004X-001,REGAL SELECT EXT FLAT-BASE 4,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,45,0N400,4X,001,quart,023906072612,$82.99,$72.99,$32.26,$32.91,BMC,Y,-1.25%,N,N
N4004X-004,REGAL SELECT EXT FLAT-BASE 4,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,41,0N400,4X,004,gallon,023906072629,$33.99,$29.99,$12.26,$12.51,BMC,Y,-1.25%,N,N
N4004X-005,REGAL SELECT EXT FLAT-BASE 4,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,42,0N400,4X,005,,023906072636,$414.95,$364.95,$159.67,$162.92,BMC,Y,-1.25%,N,N
N40101-001,REGAL SELECT EXT LL-WHITE,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,16,0N401,01,001,quart,023906072643,$82.99,$72.99,$43.01,$43.89,BMC,Y,-1.25%,N,N
N40101-004,REGAL SELECT EXT LL-WHITE,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,42,0N401,01,004,gallon,023906072650,$33.99,$29.99,$16.34,$16.67,BMC,Y,-1.25%,N,N
N40101-005,REGAL SELECT EXT LL-WHITE,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,41,0N401,01,005,,023906072667,$414.95,$364.95,$213.37,$217.70,BMC,Y,-1.25%,N,N
N4011X-001,REGAL SELECT EXT LL-BASE 1,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,24,0N401,1X,001,quart,023906072674,$82.99,$72.99,$41.25,$42.09,BMC,Y,-1.25%,N,N
N4011X-004,REGAL SELECT EXT LL-BASE 1,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,42,0N401,1X,004,gallon,023906072681,$33.99,$29.99,$15.67,$15.99,BMC,Y,-1.25%,N,N
N4011X-005,REGAL SELECT EXT LL-BASE 1,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,6,0N401,1X,005,,023906072698,$414.95,$364.95,$204.63,$208.79,BMC,Y,-1.25%,N,N
N4012X-001,REGAL SELECT EXT LL-BASE 2,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,41,0N401,2X,001,quart,023906072704,$82.99,$72.99,$39.45,$40.25,BMC,Y,-1.25%,N,N
N4012X-004,REGAL SELECT EXT LL-BASE 2,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,35,0N401,2X,004,gallon,023906072711,$33.99,$29.99,$14.99,$15.29,BMC,Y,-1.25%,N,N
N4012X-005,REGAL SELECT EXT LL-BASE 2,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,45,0N401,2X,005,,023906072728,$414.95,$364.95,$195.56,$199.53,BMC,Y,-1.25%,N,N
N4013X-001,REGAL SELECT EXT LL-BASE 3,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,20,0N401,3X,001,quart,023906072735,$82.99,$72.99,$34.01,$34.70,BMC,Y,-1.25%,N,N
N4013X-004,REGAL SELECT EXT LL-BASE 3,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,5,0N401,3X,004,gallon,023906072780,$33.99,$29.99,$12.93,$13.19,BMC,Y,-1.25%,N,N
N4013X-005,REGAL SELECT EXT LL-BASE 3,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,45,0N401,3X,005,,023906072742,$414.95,$364.95,$168.42,$171.84,BMC,Y,-1.25%,N,N
N4014X-001,REGAL SELECT EXT LL-BASE 4,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,16,0N401,4X,001,quart,023906072759,$82.99,$72.99,$32.26,$32.91,BMC,Y,-1.25%,N,N
N4014X-004,REGAL SELECT EXT LL-BASE 4,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,25,0N401,4X,004,gallon,023906072766,$33.99,$29.99,$12.26,$12.51,BMC,Y,-1.25%,N,N
N4014X-005,REGAL SELECT EXT LL-BASE 4,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,39,0N401,4X,005,,023906072773,$414.95,$364.95,$159.67,$162.92,BMC,Y,-1.25%,N,N
N40301-001,REGAL SELECT HB SFT-WHITE,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,11,0N403,01,001,quart,023906151768,$82.99,$72.99,$43.01,$43.89,BMC,Y,-1.25%,N,N
N40301-004,REGAL SELECT HB SFT-WHITE,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,29,0N403,01,004,gallon,023906151775,$33.99,$29.99,$16.34,$16.67,BMC,Y,-1.25%,N,N
N40301-005,REGAL SELECT HB SFT-WHITE,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,27,0N403,01,005,,023906151782,$414.95,$364.95,$213.37,$217.70,BMC,Y,-1.25%,N,N
N4031X-001,REGAL SELECT HB SFT-BASE 1,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,16,0N403,1X,001,quart,023906151799,$82.99,$72.99,$41.25,$42.09,BMC,Y,-1.25%,N,N
N4031X-004,REGAL SELECT HB SFT-BASE 1,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,23,0N403,1X,004,gallon,023906151805,$33.99,$29.99,$15.67,$15.99,BMC,Y,-1.25%,N,N
N4031X-005,REGAL SELECT HB SFT-BASE 1,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,38,0N403,1X,005,,023906151836,$414.95,$364.95,$204.63,$208.79,BMC,Y,-1.25%,N,N
N4032X-001,REGAL SELECT HB SFT-BASE 2,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,5,0N403,2X,001,quart,023906151843,$82.99,$72.99,$39.45,$40.25,BMC,Y,-1.25%,N,N
N4032X-004,REGAL SELECT HB SFT-BASE 2,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,21,0N403,2X,004,gallon,023906151867,$33.99,$29.99,$14.99,$15.29,BMC,Y,-1.25%,N,N
N4032X-005,REGAL SELECT HB SFT-BASE 2,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,45,0N403,2X,005,,023906151874,$414.95,$364.95,$195.56,$199.53,BMC,Y,-1.25%,N,N
N4033X-001,REGAL SELECT HB SFT-BASE 3,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,27,0N403,3X,001,quart,023906151881,$82.99,$72.99,$34.01,$34.70,BMC,Y,-1.25%,N,N
N4033X-004,REGAL SELECT HB SFT-BASE 3,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,16,0N403,3X,004,gallon,023906151898,$33.99,$29.99,$12.93,$13.19,BMC,Y,-1.25%,N,N
N4033X-005,REGAL SELECT HB SFT-BASE 3,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,44,0N403,3X,005,,023906151904,$414.95,$364.95,$168.42,$171.84,BMC,Y,-1.25%,N,N
N4034X-001,REGAL SELECT HB SFT-BASE 4,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,15,0N403,4X,001,quart,023906151935,$82.99,$72.99,$32.26,$32.91,BMC,Y,-1.25%,N,N
N4034X-004,REGAL SELECT HB SFT-BASE 4,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,31,0N403,4X,004,gallon,023906151942,$33.99,$29.99,$12.26,$12.51,BMC,Y,-1.25%,N,N
N4034X-005,REGAL SELECT HB SFT-BASE 4,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,26,0N403,4X,005,,023906151966,$414.95,$364.95,$159.67,$162.92,BMC,Y,-1.25%,N,N
N40380-001,REGAL SELECT HB SFT-BLACK,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,7,0N403,80,001,quart,023906164294,$82.99,$72.99,$43.01,$43.89,BMC,Y,-1.25%,N,N
N40380-004,REGAL SELECT HB SFT-BLACK,{N/A},REGAL SELECT EXTERIOR,REGAL SELECT EXTERIEUR,20,0N403,80,004,gallon,023906164317,$33.99,$29.99,$16.34,$16.67,BMC,Y,-1.25%,N,N
N410.1.1,CRYLICOTE SATIN -WHITE,{N/A},CRYLICOTE,CRYLICOTE,31,0UD07,01,001,quart,023906766276,,,$24.50,$30.11,COR,Y,-18%,N,N
N410.1.4,CRYLICOTE SATIN -WHITE,{N/A},CRYLICOTE,CRYLICOTE,27,0UD07,01,004,gallon,023906766283,,,$9.30,$11.43,COR,Y,-18%,N,N
N410.1.5,CRYLICOTE SATIN -WHITE,{N/A},CRYLICOTE,CRYLICOTE,38,0UD07,01,005,,023906766290,,,$117.60,$144.50,COR,Y,-18%,N,N
N410.33.1,CRYLICOTE SATIN -TINT BASE,{N/A},CRYLICOTE,CRYLICOTE,8,0UD07,33,001,quart,023906766306,,,$23.18,$28.49,COR,Y,-18%,N,N
N410.33.4,CRYLICOTE SATIN -TINT BASE,{N/A},CRYLICOTE,CRYLICOTE,32,0UD07,33,004,gallon,023906766313,,,$8.97,$11.03,COR,Y,-18%,N,N
N410.33.5,CRYLICOTE SATIN -TINT BASE,{N/A},CRYLICOTE,CRYLICOTE,42,0UD07,33,005,,023906766320,,,$111.01,$136.40,COR,Y,-18%,N,N
N410.36.1,CRYLICOTE SATIN -ACCENT BASE,{N/A},CRYLICOTE,CRYLICOTE,11,0UD07,36,001,quart,023906766337,,,$17.90,$22.00,COR,Y,-18%,N,N
N410.36.4,CRYLICOTE SATIN -ACCENT BASE,{N/A},CRYLICOTE,CRYLICOTE,34,0UD07,36,004,gallon,023906766344,,,$7.65,$9.40,COR,Y,-18%,N,N
N410.36.5,CRYLICOTE SATIN -ACCENT BASE,{N/A},CRYLICOTE,CRYLICOTE,40,0UD07,36,005,,023906766351,,,$84.61,$103.96,COR,Y,-18%,N,N
N44701-001,ULTRA SPEC EXT FLAT-WHITE,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,42,0N447,01,001,quart,023906089368,,,$26.08,$30.21,BMP,Y,-13%,N,N
N44701-005,ULTRA SPEC EXT FLAT-WHITE,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,6,0N447,01,005,,023906089375,,,$118.32,$137.02,BMP,Y,-13%,N,N
N4471X-001,ULTRA SPEC EXT FLAT-BASE 1,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,44,0N447,1X,001,quart,023906089382,,,$24.42,$28.28,BMP,Y,-13%,N,N
N4471X-005,ULTRA SPEC EXT FLAT-BASE 1,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,24,0N447,1X,005,,023906089399,,,$109.95,$127.33,BMP,Y,-13%,N,N
N4472X-001,ULTRA SPEC EXT FLAT-BASE 2,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,30,0N447,2X,001,quart,023906089405,,,$22.66,$26.24,BMP,Y,-13%,N,N
N4472X-005,ULTRA SPEC EXT FLAT-BASE 2,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,13,0N447,2X,005,,023906089412,,,$101.14,$117.13,BMP,Y,-13%,N,N
N4473X-001,ULTRA SPEC EXT FLAT-BASE 3,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,41,0N447,3X,001,quart,023906089429,,,$17.44,$20.19,BMP,Y,-13%,N,N
N4473X-005,ULTRA SPEC EXT FLAT-BASE 3,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,30,0N447,3X,005,,023906089436,,,$74.99,$86.85,BMP,Y,-13%,N,N
N4474X-001,ULTRA SPEC EXT FLAT-BASE 4,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,18,0N447,4X,001,quart,023906089443,,,$15.75,$18.24,BMP,Y,-13%,N,N
N4474X-005,ULTRA SPEC EXT FLAT-BASE 4,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,34,0N447,4X,005,,023906089450,,,$66.61,$77.14,BMP,Y,-13%,N,N
N44801-001,ULTRA SPEC EXT SATN-WHITE,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,28,0N448,01,001,quart,023906089467,,,$30.36,$35.16,BMP,Y,-13%,N,N
N44801-005,ULTRA SPEC EXT SATN-WHITE,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,28,0N448,01,005,,023906089498,,,$137.93,$159.73,BMP,Y,-13%,N,N
N4481X-001,ULTRA SPEC EXT SATN-BASE 1,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,37,0N448,1X,001,quart,023906089481,,,$28.68,$33.22,BMP,Y,-13%,N,N
N4481X-005,ULTRA SPEC EXT SATN-BASE 1,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,11,0N448,1X,005,,023906089504,,,$129.51,$149.99,BMP,Y,-13%,N,N
N4482X-001,ULTRA SPEC EXT SATN-BASE 2,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,22,0N448,2X,001,quart,023906089511,,,$26.94,$31.20,BMP,Y,-13%,N,N
N4482X-005,ULTRA SPEC EXT SATN-BASE 2,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,37,0N448,2X,005,,023906089528,,,$120.79,$139.88,BMP,Y,-13%,N,N
N4483X-001,ULTRA SPEC EXT SATN-BASE 3,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,39,0N448,3X,001,quart,023906089535,,,$21.70,$25.13,BMP,Y,-13%,N,N
N4483X-005,ULTRA SPEC EXT SATN-BASE 3,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,30,0N448,3X,005,,023906089542,,,$94.58,$109.53,BMP,Y,-13%,N,N
N4484X-001,ULTRA SPEC EXT SATN-BASE 4,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,36,0N448,4X,001,quart,023906089559,,,$20.02,$23.18,BMP,Y,-13%,N,N
N4484X-005,ULTRA SPEC EXT SATN-BASE 4,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,18,0N448,4X,005,,023906089566,,,$86.19,$99.82,BMP,Y,-13%,N,N
N44901-001,ULTRA SPEC EXT GLOS-WHITE,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,21,0N449,01,001,quart,023906089573,,,$34.68,$40.16,BMP,Y,-13%,N,N
N44901-005,ULTRA SPEC EXT GLOS-WHITE,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,6,0N449,01,005,,023906089580,,,$161.27,$186.77,BMP,Y,-13%,N,N
N4491X-001,ULTRA SPEC EXT GLOS-BASE 1,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,16,0N449,1X,001,quart,023906089597,,,$33.00,$38.22,BMP,Y,-13%,N,N
N4491X-005,ULTRA SPEC EXT GLOS-BASE 1,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,16,0N449,1X,005,,023906089603,,,$152.89,$177.07,BMP,Y,-13%,N,N
N4492X-001,ULTRA SPEC EXT GLOS-BASE 2,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,12,0N449,2X,001,quart,023906089665,,,$31.25,$36.20,BMP,Y,-13%,N,N
N4492X-005,ULTRA SPEC EXT GLOS-BASE 2,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,8,0N449,2X,005,,023906089672,,,$144.10,$166.88,BMP,Y,-13%,N,N
N4493X-001,ULTRA SPEC EXT GLOS-BASE 3,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,20,0N449,3X,001,quart,023906089689,,,$26.01,$30.13,BMP,Y,-13%,N,N
N4493X-005,ULTRA SPEC EXT GLOS-BASE 3,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,18,0N449,3X,005,,023906089696,,,$117.89,$136.53,BMP,Y,-13%,N,N
N4494X-001,ULTRA SPEC EXT GLOS-BASE 4,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,14,0N449,4X,001,quart,023906089702,,,$24.33,$28.17,BMP,Y,-13%,N,N
N45501-001,ULTRA SPEC EXT LO LUSTR FIN WH,{N/A},ULTRA SPEC 500 EXTERIOR,ULTRA SPEC 500 EXTERIEUR,21,0N455,01,001,quart,023906331542,,,$28.02,$32.45,BMP,Y,-13%,N,N
