SKU,Product Name,French Description,Category,"French Category Name
",num_of_inv,Line,Color,Size,Volume,Product UPC,MSRP,MAP,NET Price,List Price,Brand Code,Brand Discount Y/N,Brand Discount,Attention: Net Price Change,Attention: New Catalog SKU
144.LB.4,4391 LAMP BLACK QT,NOIR DE LAMPE 4391,COLORANT CTECH,COLORANTS COROTECH,33,0TL56,LB,004,gallon,080047761812,,,$25.64,$25.83,INS,N,0%,N,N
144.MY.4,4312 MED YELLOW QT,JAUNE INTERMÉDIAIRE 4312,COLORANT CTECH,COLORANTS COROTECH,37,0TL56,MY,004,gallon,080047764646,,,$78.31,$78.90,INS,N,0%,N,N
144.OY.4,4310 ORGANIC YELLOW QT,JAUNE ORGANIQUE 4310,COLORANT CTECH,COLORANTS COROTECH,35,0TL56,OY,004,gallon,080047762604,,,$85.58,$86.23,INS,N,0%,N,N
144.PB.4,4332 PHTHALO BLUE QT,BLEU DE PHTALOCYANINE 4332,COLORANT CTECH,COLORANTS COROTECH,38,0TL56,PB,004,gallon,080047761690,,,$55.63,$56.05,INS,N,0%,N,N
144.PG.4,4321 PHTHALO GREEN QT,VERT DE PHTALOCYANINE4321,COLORANT CTECH,COLORANTS COROTECH,7,0TL56,PG,004,gallon,080047761874,,,$54.95,$55.37,INS,N,0%,N,N
144.QR.4,4348 QUINACRIDONE -RED QT,ROUGE QUINACRIDONE 4348,COLORANT CTECH,COLORANTS COROTECH,17,0TL56,QR,004,gallon,080047762475,,,$93.07,$93.77,INS,N,0%,N,N
144.QV.4,4339 QUIN. VIOLET QT,VIOLET QUINACRIDONE 4339,COLORANT CTECH,COLORANTS COROTECH,9,0TL56,QV,004,gallon,080047761737,,,$91.20,$91.89,INS,N,0%,N,N
144.RO.4,4344 RED IRON OXIDE QT,ROUGE OXYDE DE FER 4344,COLORANT CTECH,COLORANTS COROTECH,24,0TL56,RO,004,gallon,080047772047,,,$38.52,$38.81,INS,N,0%,N,N
144.TW.4,4300 TITANIUM WHITE QT,BLANC TITANE 4300,COLORANT CTECH,COLORANTS COROTECH,12,0TL56,TW,004,gallon,080047764622,,,$36.33,$36.60,INS,N,0%,N,N
144.UO.4,4366 LEAD FREE -ORANGE QT,ORANGE SANS PLOMB 4366,COLORANT CTECH,COLORANTS COROTECH,45,0TL56,UO,004,gallon,080047762123,,,$72.62,$73.17,INS,N,0%,N,N
144.YO.4,4377 YELLOW OXIDE QT,JAUNE OXYDE 4377,COLORANT CTECH,COLORANTS COROTECH,15,0TL56,YO,004,gallon,080047761775,,,$28.58,$28.80,INS,N,0%,N,N
160.1.1,ELASTITE 160 10 MIL-WHITE,{N/A},ELASTITE,ELASTITE,36,0TL59,01,001,quart,755837012695,,,$33.60,$41.28,COR,Y,-18%,N,N
160.1.5,ELASTITE 160 10 MIL-WHITE,{N/A},ELASTITE,ELASTITE,28,0TL59,01,005,,755837012701,,,$162.92,$200.18,COR,Y,-18%,N,N
162.1.5,ELASTITE 162 20 MIL-WHITE,{N/A},ELASTITE,ELASTITE,12,0TL60,01,005,,755837012848,,,$162.92,$200.18,COR,Y,-18%,N,N
166.1.5,ELASTITE SPR STRETC-WHITE,{N/A},ELASTITE,ELASTITE,12,0TL63,01,005,,755837053605,,,$171.86,$211.17,COR,Y,-18%,N,N
194.10.1,TEXCRETE SILICONE -CLEAR,{N/A},TEXCRETE,TEXCRETE,32,0TL68,00,001,quart,755837103744,,,$54.45,$66.90,COR,Y,-18%,N,N
194.10.5,TEXCRETE SILICONT -CLEAR,{N/A},TEXCRETE,TEXCRETE,25,0TL68,00,005,,755837103737,,,$269.59,$331.26,COR,Y,-18%,N,N
204.34.5,SK5000 ACR ALK SG -DEEP BASE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,30,0UB04,34,005,,023906364267,,,$82.43,$101.28,COR,Y,-18%,N,N
28.1.1,SK5000 ACR FLAT -WHITE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,38,0TV42,01,001,quart,755837016921,,,$17.46,$21.45,COR,Y,-18%,N,N
28.1.5,SK5000 ACR FLAT -WHITE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,6,0TV42,01,005,,755837016952,,,$80.45,$98.85,COR,Y,-18%,N,N
28.2.1,SK5000 ACR FLAT -BLACK,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,19,0TV42,80,001,quart,755837017058,,,$17.46,$21.45,COR,Y,-18%,N,N
28.2.5,SK5000 ACR FLAT -BLACK,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,27,0TV42,80,005,,755837017072,,,$80.45,$98.85,COR,Y,-18%,N,N
28.32.1,SK5000 ACR FLAT -PASTEL BSE,LTX MAT SPR KOTE 5000 BS PST,SUPER KOTE 5000,SUPER KOTE 5000,23,0TV42,32,001,quart,755837017089,,,$16.61,$20.42,COR,Y,-18%,N,N
28.32.5,SK5000 ACR FLAT -PASTEL BSE,LTX MAT SPR KOTE 5000 BS PST,SUPER KOTE 5000,SUPER KOTE 5000,44,0TV42,32,005,,755837017102,,,$76.27,$93.72,COR,Y,-18%,N,N
28.33.1,SK5000 ACR FLAT -TINT BASE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,18,0TV42,33,001,quart,755837017119,,,$15.31,$18.82,COR,Y,-18%,N,N
28.33.5,SK5000 ACR FLAT -TINT BASE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,26,0TV42,33,005,,755837017133,,,$69.76,$85.72,COR,Y,-18%,N,N
28.34.1,SK5000 ACR FLAT -DEEP BASE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,25,0TV42,34,001,quart,755837017140,,,$13.99,$17.19,COR,Y,-18%,N,N
28.34.5,SK5000 ACR FLAT -DEEP BASE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,13,0TV42,34,005,,755837017164,,,$69.94,$85.94,COR,Y,-18%,N,N
28.36.1,SK5000 ACR FLAT -ACCENT BSE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,35,0TV42,02,001,quart,755837385584,,,$10.31,$12.67,COR,Y,-18%,N,N
28.36.5,SK5000 ACR FLAT -ACCENT BSE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,9,0TV42,02,005,,755837385607,,,$44.77,$55.01,COR,Y,-18%,N,N
28.6.1,SK5000 ACR FLAT -BRITE WHT,LTX MAT SPRKT5000 BL PL ÉC,SUPER KOTE 5000,SUPER KOTE 5000,26,0TV42,06,001,quart,755837017348,,,$17.46,$21.45,COR,Y,-18%,N,N
28.6.5,SK5000 ACR FLAT -BRITE WHT,LTX MAT SPRKT5000 BL PL ÉC,SUPER KOTE 5000,SUPER KOTE 5000,13,0TV42,06,005,,755837017355,,,$80.45,$98.85,COR,Y,-18%,N,N
30.1.1,SK5000 ACR E/S -WHITE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,32,0TV43,01,001,quart,755837017928,,,$19.49,$23.95,COR,Y,-18%,N,N
301.1.1,SK3000 FLT -WHITE,{N/A},SUPER KOTE 3000,SUPER KOTE 3000,44,0TW01,01,001,quart,023906327699,,,$13.89,$17.07,COR,Y,-18%,N,N
301.1.5,SK3000 FLT -WHITE,{N/A},SUPER KOTE 3000,SUPER KOTE 3000,11,0TW01,01,005,,023906327705,,,$69.45,$85.33,COR,Y,-18%,N,N
301.32.1,SK3000 FLT -PASTEL BSE,{N/A},SUPER KOTE 3000,SUPER KOTE 3000,27,0TW01,32,001,quart,023906327712,,,$13.21,$16.23,COR,Y,-18%,N,N
301.32.5,SK3000 FLT -PASTEL BSE,{N/A},SUPER KOTE 3000,SUPER KOTE 3000,35,0TW01,32,005,,023906327729,,,$66.07,$81.18,COR,Y,-18%,N,N
301.33.1,SK3000 FLT -TINT BASE,{N/A},SUPER KOTE 3000,SUPER KOTE 3000,44,0TW01,33,001,quart,023906327736,,,$10.57,$12.99,COR,Y,-18%,N,N
301.33.5,SK3000 FLT -TINT BASE,{N/A},SUPER KOTE 3000,SUPER KOTE 3000,33,0TW01,33,005,,023906327743,,,$52.86,$64.95,COR,Y,-18%,N,N
301.34.1,SK3000 FLT -DEEP BASE,{N/A},SUPER KOTE 3000,SUPER KOTE 3000,42,0TW01,34,001,quart,023906327750,,,$6.67,$8.19,COR,Y,-18%,N,N
30.1.5,SK5000 ACR E/S -WHITE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,25,0TV43,01,005,,755837017959,,,$92.67,$113.87,COR,Y,-18%,N,N
301.80.5,SK3000 FLT -PEARL WHIT,{N/A},SUPER KOTE 3000,SUPER KOTE 3000,28,0TW01,80,005,,023906327767,,,$69.45,$85.33,COR,Y,-18%,N,N
302.1.1,SK3000 E/S -WHITE,{N/A},SUPER KOTE 3000,SUPER KOTE 3000,45,0TW02,01,001,quart,023906327774,,,$16.36,$20.10,COR,Y,-18%,N,N
302.1.5,SK3000 E/S -WHITE,{N/A},SUPER KOTE 3000,SUPER KOTE 3000,42,0TW02,01,005,,023906327781,,,$81.06,$99.60,COR,Y,-18%,N,N
302.32.1,SK3000 E/S -PASTEL BSE,{N/A},SUPER KOTE 3000,SUPER KOTE 3000,28,0TW02,32,001,quart,023906327798,,,$15.44,$18.98,COR,Y,-18%,N,N
302.32.5,SK3000 E/S -PASTEL BSE,{N/A},SUPER KOTE 3000,SUPER KOTE 3000,19,0TW02,32,005,,023906327804,,,$76.50,$94.00,COR,Y,-18%,N,N
302.33.1,SK3000 E/S -TINT BASE,{N/A},SUPER KOTE 3000,SUPER KOTE 3000,31,0TW02,33,001,quart,023906327811,,,$12.62,$15.51,COR,Y,-18%,N,N
302.33.5,SK3000 E/S -TINT BASE,{N/A},SUPER KOTE 3000,SUPER KOTE 3000,38,0TW02,33,005,,023906327828,,,$62.42,$76.69,COR,Y,-18%,N,N
30.32.1,SK5000 ACR E/S -PASTEL BSE,LTX VEL SPR KOTE 5000 BS PST,SUPER KOTE 5000,SUPER KOTE 5000,5,0TV43,32,001,quart,755837018000,,,$18.66,$22.93,COR,Y,-18%,N,N
30.32.5,SK5000 ACR E/S -PASTEL BSE,LTX VEL SPR KOTE 5000 BS PST,SUPER KOTE 5000,SUPER KOTE 5000,37,0TV43,32,005,,755837018024,,,$88.50,$108.74,COR,Y,-18%,N,N
30.33.1,SK5000 ACR E/S -TINT BASE,LTX VEL SPR KOTE 5000 BS TNT,SUPER KOTE 5000,SUPER KOTE 5000,27,0TV43,33,001,quart,755837018031,,,$17.35,$21.32,COR,Y,-18%,N,N
30.33.5,SK5000 ACR E/S -TINT BASE,LTX VEL SPR KOTE 5000 BS TNT,SUPER KOTE 5000,SUPER KOTE 5000,42,0TV43,33,005,,755837018055,,,$81.98,$100.73,COR,Y,-18%,N,N
30.34.1,SK5000 ACR E/S -DEEP BASE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,19,0TV43,34,001,quart,755837018062,,,$16.03,$19.70,COR,Y,-18%,N,N
30.34.5,SK5000 ACR E/S -DEEP BASE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,39,0TV43,34,005,,755837018086,,,$75.41,$92.66,COR,Y,-18%,N,N
30.36.1,SK5000 ACR E/S -ACCENT BSE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,29,0TV43,36,001,quart,755837385614,,,$12.36,$15.18,COR,Y,-18%,N,N
30.36.5,SK5000 ACR E/S -ACCENT BSE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,38,0TV43,36,005,,755837385638,,,$56.99,$70.03,COR,Y,-18%,N,N
304.1.1,SK3000 S/G -WHITE,{N/A},SUPER KOTE 3000,SUPER KOTE 3000,9,0TW04,01,001,quart,023906327835,,,$18.77,$23.06,COR,Y,-18%,N,N
304.1.5,SK3000 S/G -WHITE,{N/A},SUPER KOTE 3000,SUPER KOTE 3000,16,0TW04,01,005,,023906327842,,,$93.81,$115.27,COR,Y,-18%,N,N
304.32.1,SK3000 S/G -PASTEL BASE,{N/A},SUPER KOTE 3000,SUPER KOTE 3000,30,0TW04,32,001,quart,023906327859,,,$17.86,$21.94,COR,Y,-18%,N,N
304.32.5,SK3000 S/G -PASTEL BASE,{N/A},SUPER KOTE 3000,SUPER KOTE 3000,8,0TW04,32,005,,023906327866,,,$89.27,$109.68,COR,Y,-18%,N,N
304.33.1,SK3000 S/G -TINT BASE,{N/A},SUPER KOTE 3000,SUPER KOTE 3000,37,0TW04,33,001,quart,023906327873,,,$15.44,$18.98,COR,Y,-18%,N,N
304.33.5,SK3000 S/G -TINT BASE,{N/A},SUPER KOTE 3000,SUPER KOTE 3000,45,0TW04,33,005,,023906327880,,,$77.24,$94.90,COR,Y,-18%,N,N
31.103.1,RUST SCAT UR GL EN -PLATINUM G,{N/A},RUST SCAT,RUST SCAT,5,0TR02,79,001,quart,755837143238,,,$37.70,$46.32,COR,Y,-18%,N,N
31.108.1,RUST SCAT UR GL EN -TERRACOTTA,{N/A},RUST SCAT,RUST SCAT,7,0TR02,73,001,quart,755837018208,,,$37.70,$46.32,COR,Y,-18%,N,N
31.109.1,RUST SCAT UR GL EN -BSHIP GRAY,{N/A},RUST SCAT,RUST SCAT,6,0TR02,19,001,quart,755837018239,,,$37.70,$46.32,COR,Y,-18%,N,N
31.109.4,RUST SCAT UR GL EN -BSHIP GRAY,{N/A},RUST SCAT,RUST SCAT,44,0TR02,19,004,gallon,755837018253,,,$14.31,$17.59,COR,Y,-18%,N,N
31.109.5,RUST SCAT UR GL EN -BSHIP GRAY,{N/A},RUST SCAT,RUST SCAT,13,0TR02,19,005,,755837053094,,,$185.57,$228.01,COR,Y,-18%,N,N
31.110.1,RUST SCAT UR GL EN -SANDSTONE,{N/A},RUST SCAT,RUST SCAT,11,0TR02,76,001,quart,755837018260,,,$37.70,$46.32,COR,Y,-18%,N,N
31.136.4,RUST SCAT UR GL EN -OSHA RED,{N/A},RUST SCAT,RUST SCAT,22,0TR02,50,004,gallon,755837018369,,,$14.31,$17.59,COR,Y,-18%,N,N
31.137.4,RUST SCAT UR GL EN -OSHA BLUE,{N/A},RUST SCAT,RUST SCAT,33,0TR02,49,004,gallon,755837018406,,,$14.31,$17.59,COR,Y,-18%,N,N
31.138.4,RUST SCAT UR GL EN -MACK GREEN,{N/A},RUST SCAT,RUST SCAT,37,0TR02,13,004,gallon,755837018444,,,$14.31,$17.59,COR,Y,-18%,N,N
31.138.5,RUST SCAT UR GL EN -MACK GREEN,{N/A},RUST SCAT,RUST SCAT,41,0TR02,13,005,,755837161744,,,$185.57,$228.01,COR,Y,-18%,N,N
31.142.1,RUST SCAT UR GL EN -INTL ORANG,{N/A},RUST SCAT,RUST SCAT,6,0TR02,42,001,quart,755837018529,,,$37.70,$46.32,COR,Y,-18%,N,N
31.150.1,RUST SCAT UR GL EN -NAT BLUE,{N/A},RUST SCAT,RUST SCAT,14,0TR02,15,001,quart,755837018659,,,$37.70,$46.32,COR,Y,-18%,N,N
31.151.4,RUST SCAT UR GL EN -OSHA YELLO,{N/A},RUST SCAT,RUST SCAT,35,0TR02,51,004,gallon,755837018710,,,$14.31,$17.59,COR,Y,-18%,N,N
31.178.1,RUST SCAT UR GL EN -OXFORD BRN,{N/A},RUST SCAT,RUST SCAT,42,0TR02,78,001,quart,755837018789,,,$37.70,$46.32,COR,Y,-18%,N,N
31.33.4,RUST SCAT UR GL EN -TINT BASE,{N/A},RUST SCAT,RUST SCAT,28,0TR02,33,004,gallon,755837019014,,,$14.10,$17.33,COR,Y,-18%,N,N
31.36.4,RUST SCAT UR GL EN -ACCENT BAS,{N/A},RUST SCAT,RUST SCAT,32,0TR02,36,004,gallon,755837380091,,,$11.39,$14.00,COR,Y,-18%,N,N
3192.1.5,TEXCRETE WB ACR SND-WHITE,{N/A},TEXCRETE,TEXCRETE,31,0TQ27,10,005,,755837382149,,,$146.61,$180.15,COR,Y,-18%,N,N
3192.34.5,TEXCRETE WB ACR SND-DEEP BASE,{N/A},TEXCRETE,TEXCRETE,20,0TQ27,34,005,,023906178192,,,$111.51,$137.01,COR,Y,-18%,N,N
3192.36.5,TEXCRETE WB ACR SND-ACCENT BSE,{N/A},TEXCRETE,TEXCRETE,44,0TQ27,36,005,,023906178208,,,$104.71,$128.66,COR,Y,-18%,N,N
31.938.1,RUST SCAT UR GL EN -SAFETY RED,{N/A},RUST SCAT,RUST SCAT,36,0TR02,38,001,quart,755837043354,,,$37.70,$46.32,COR,Y,-18%,N,N
31.938.4,RUST SCAT UR GL EN -SAFETY RED,{N/A},RUST SCAT,RUST SCAT,41,0TR02,38,004,gallon,755837043361,,,$14.31,$17.59,COR,Y,-18%,N,N
3194.1.1,TEXCRETE WB SMOOTH -WHITE,{N/A},TEXCRETE,TEXCRETE,13,0TQ66,01,001,quart,755837381913,,,$29.34,$36.05,COR,Y,-18%,N,N
3194.1.5,TEXCRETE WB SMOOTH -WHITE,{N/A},TEXCRETE,TEXCRETE,23,0TQ66,01,005,,755837368563,,,$146.61,$180.15,COR,Y,-18%,N,N
3194.34.5,TEXCRETE WB SMOOTH -DEEP BASE,{N/A},TEXCRETE,TEXCRETE,28,0TQ66,66,005,,755837398881,,,$111.51,$137.01,COR,Y,-18%,N,N
3194.36.5,TEXCRETE WB SMOOTH -ACCENT BSE,{N/A},TEXCRETE,TEXCRETE,28,0TQ66,36,005,,023906178222,,,$104.71,$128.66,COR,Y,-18%,N,N
3196.1.5,TEXCRETE WB MEDIUM -WHITE,{N/A},TEXCRETE,TEXCRETE,16,0TQ67,02,005,,755837377022,,,$146.61,$180.15,COR,Y,-18%,N,N
32.1.1,SK5000 ACR SEMI GLS-WHITE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,9,0TV35,01,001,quart,755837019311,,,$21.33,$26.21,COR,Y,-18%,N,N
32.1.5,SK5000 ACR SEMI GLS-WHITE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,43,0TV35,01,005,,755837019342,,,$101.98,$125.30,COR,Y,-18%,N,N
32.32.1,SK5000 ACR SEMI GLS-PASTEL BSE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,38,0TV35,32,001,quart,755837019441,,,$20.51,$25.19,COR,Y,-18%,N,N
32.32.5,SK5000 ACR SEMI GLS-PASTEL BSE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,40,0TV35,32,005,,755837019465,,,$97.80,$120.17,COR,Y,-18%,N,N
32.33.1,SK5000 ACR SEMI GLS-TINT BASE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,12,0TV35,33,001,quart,755837019472,,,$19.19,$23.59,COR,Y,-18%,N,N
32.33.5,SK5000 ACR SEMI GLS-TINT BASE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,8,0TV35,33,005,,755837019496,,,$91.28,$112.16,COR,Y,-18%,N,N
32.34.1,SK5000 ACR SEMI GLS-DEEP BASE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,9,0TV35,34,001,quart,755837019502,,,$17.88,$21.97,COR,Y,-18%,N,N
32.34.5,SK5000 ACR SEMI GLS-DEEP BASE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,13,0TV35,34,005,,755837060498,,,$84.71,$104.08,COR,Y,-18%,N,N
32.36.1,SK5000 ACR SEMI GLS-ACCENT BSE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,15,0TV35,36,001,quart,755837385645,,,$14.18,$17.43,COR,Y,-18%,N,N
35.111.1,RUST SCAT MET PRIME-WHITE,{N/A},RUST SCAT,RUST SCAT,29,0TR01,01,001,quart,755837020294,,,$46.87,$57.59,COR,Y,-18%,N,N
35.111.4,RUST SCAT MET PRIME-WHITE,{N/A},RUST SCAT,RUST SCAT,40,0TR01,01,004,gallon,755837020300,,,$17.52,$21.53,COR,Y,-18%,N,N
35.147.4,RUST SCAT MET PRIME-RED,{N/A},RUST SCAT,RUST SCAT,7,0TR01,47,004,gallon,755837020331,,,$16.23,$19.94,COR,Y,-18%,N,N
39.427.1,RUST SCAT SILI ALYD-DEEP BRNZ,{N/A},RUST SCAT,RUST SCAT,14,0TY03,60,001,quart,755837399550,,,$61.11,$75.08,COR,Y,-18%,N,N
48.11.1,ELAST ACR MAS SEAL -WHITE,{N/A},ELASTITE,ELASTITE,31,0TL31,01,001,quart,755837022571,,,$25.02,$30.74,COR,Y,-18%,N,N
48.11.5,ELAST ACR MAS SEAL -WHITE,{N/A},ELASTITE,ELASTITE,39,0TL31,01,005,,755837022588,,,$115.24,$141.60,COR,Y,-18%,N,N
501.1.1,SK5000 ZERO VOC FL -TINT WHITE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,20,0UA01,01,001,quart,023906325640,,,$15.84,$19.46,COR,Y,-18%,N,N
501.1.5,SK5000 ZERO VOC FL -TINT WHITE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,8,0UA01,01,005,,023906325701,,,$79.24,$97.36,COR,Y,-18%,N,N
501.32.1,SK5000 ZERO VOC FL -PASTEL BAS,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,43,0UA01,32,001,quart,023906325718,,,$15.23,$18.72,COR,Y,-18%,N,N
501.32.5,SK5000 ZERO VOC FL -PASTEL BAS,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,39,0UA01,32,005,,023906325725,,,$76.21,$93.65,COR,Y,-18%,N,N
502.32.1,SK5000 ZERO VOC EGG-PASTEL BAS,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,41,0UA02,32,001,quart,023906325817,,,$17.70,$21.74,COR,Y,-18%,N,N
502.32.5,SK5000 ZERO VOC EGG-PASTEL BAS,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,28,0UA02,32,005,,023906325824,,,$88.46,$108.70,COR,Y,-18%,N,N
503.32.1,SK5000 ZERO VOC STN-PASTEL BAS,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,41,0UA03,32,001,quart,023906325916,,,$18.13,$22.28,COR,Y,-18%,N,N
503.32.5,SK5000 ZERO VOC STN-PASTEL BAS,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,33,0UA03,32,005,,023906325923,,,$90.64,$111.36,COR,Y,-18%,N,N
504.1.1,SK5000 ZERO VOC SG-TINT WHITE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,25,0UA04,01,001,quart,023906325992,,,$20.15,$24.76,COR,Y,-18%,N,N
504.1.5,SK5000 ZERO VOC SG-TINT WHITE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,31,0UA04,01,005,,023906326005,,,$100.77,$123.82,COR,Y,-18%,N,N
504.32.1,SK5000 ZERO VOC SG-PASTEL BASE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,26,0UA04,32,001,quart,023906326012,,,$19.55,$24.02,COR,Y,-18%,N,N
504.32.5,SK5000 ZERO VOC SG-PASTEL BASE,{N/A},SUPER KOTE 5000,SUPER KOTE 5000,20,0UA04,32,005,,023906326029,,,$97.74,$120.10,COR,Y,-18%,N,N
62.1.1,FINAL TOUCH FLAT-WHITE,{N/A},FINAL TOUCH,FINAL TOUCH,20,0TL34,01,001,quart,755837381968,,,$12.07,$14.83,COR,Y,-18%,N,N
62.1.5,FINAL TOUCH FLAT-WHITE,{N/A},FINAL TOUCH,FINAL TOUCH,23,0TL34,01,005,,755837381975,,,$55.99,$68.79,COR,Y,-18%,N,N
62.32.1,FINAL TOUCH FLAT -PASTEL BASE,{N/A},FINAL TOUCH,FINAL TOUCH,37,0TL34,32,001,quart,755837367177,,,$12.07,$14.83,COR,Y,-18%,N,N
62.32.5,FINAL TOUCH FLAT -PASTEL BASE,{N/A},FINAL TOUCH,FINAL TOUCH,36,0TL34,32,005,,755837367160,,,$55.99,$68.79,COR,Y,-18%,N,N
62.33.1,HIGH TOUCH-UP FLAT -TINT BASE,{N/A},FINAL TOUCH,FINAL TOUCH,22,0TL34,33,001,quart,755837368457,,,$12.07,$14.83,COR,Y,-18%,N,N
62.33.5,HIGH TOUCH-UP FLAT -TINT BASE,{N/A},FINAL TOUCH,FINAL TOUCH,42,0TL34,33,005,,755837368464,,,$55.99,$68.79,COR,Y,-18%,N,N
904.101.5,SK3 HB PRO FLAT -WHITE,{N/A},SUPER KOTE 3000,SUPER KOTE 3000,40,0TL94,10,005,,755837032099,,,$79.59,$97.79,COR,Y,-18%,N,N
908.1.5,SK 5000 ACR KD FLAT-WHITE,{N/A},PRO PREP COR,PRODUITS PROF PREPARATION CORONADO,5,0TL96,01,005,,755837128761,,,$102.50,$125.94,COR,Y,-18%,N,N
918.1.5,SK 5000 ACR KD SAT -WHITE,{N/A},PRO PREP COR,PRODUITS PROF PREPARATION CORONADO,20,0TL97,01,005,,755837173877,,,$106.21,$130.50,COR,Y,-18%,N,N
948.11.5,SK3000 VN ACR PR/SL -WHITE,{N/A},SUPER KOTE 3000,SUPER KOTE 3000,5,0TV21,11,005,,755837048151,,,$69.13,$84.94,COR,Y,-18%,N,N
958.11.5,SK5000 PROD BLK FIL-PRIMER WHT,{N/A},PRO PREP COR,PRODUITS PROF PREPARATION CORONADO,5,0TV46,01,005,,755837190591,,,$51.03,$62.71,COR,Y,-18%,N,N
AC00XW-011,INSLX AEROS FUL AST 4 FT KIT W,{N/A},INSL X AEROSOL,INSL X AEROSOL,18,0AC00,XW,011,,023906362669,,,$2803.28,$2824.46,INS,N,0%,N,N
AC00XX-011,INSLX AEROS FUL AST 4 FT KIT S,{N/A},INSL X AEROSOL,INSL X AEROSOL,35,0AC00,{N/A},011,,023906362485,,,$2803.28,$2824.46,INS,N,0%,N,N
AC00XY-011,INSL-X AEROS RUST PRE 2 FT KIT,{N/A},INSL X AEROSOL,INSL X AEROSOL,10,0AC00,{N/A},011,,023906362478,,,$1681.16,$1693.86,INS,N,0%,N,N
AC00XZ-011,INSL-X AEROS DECRATVE 2 FT KIT,{N/A},INSL X AEROSOL,INSL X AEROSOL,7,0AC00,XZ,011,,023906362492,,,$1682.49,$1695.20,INS,N,0%,N,N
AC0101-013,DECORATIVE AEROSOL -GLS WHT SP,{N/A},INSL X AEROSOL,INSL X AEROSOL,10,0AC01,01,013,,023906975975,,,$3.40,$3.43,INS,N,0%,N,N
AC0102-013,DECORATIVE AEROSOL -GLS BLACK ,{N/A},INSL X AEROSOL,INSL X AEROSOL,37,0AC01,02,013,,023906975982,,,$3.40,$3.43,INS,N,0%,N,N
AC0103-013,DECORATIVE AEROSOL -GLS CLR AC,{N/A},INSL X AEROSOL,INSL X AEROSOL,18,0AC01,03,013,,023906975999,,,$3.40,$3.43,INS,N,0%,N,N
AC0104-013,DECORATIVE AERO-GLS NAVAJ WHT ,{N/A},INSL X AEROSOL,INSL X AEROSOL,25,0AC01,04,013,,023906976002,,,$3.40,$3.43,INS,N,0%,N,N
AC0105-013,DECORATIVE AEROSOL -GLS IVORY ,{N/A},INSL X AEROSOL,INSL X AEROSOL,14,0AC01,05,013,,023906976019,,,$3.40,$3.43,INS,N,0%,N,N
AC0106-013,DECORATIVE AERO-GLS HEIRLM WHT,{N/A},INSL X AEROSOL,INSL X AEROSOL,16,0AC01,06,013,,023906976026,,,$3.40,$3.43,INS,N,0%,N,N
AC0107-013,DECORATIVE AEROSOL -GLS ALMOND,{N/A},INSL X AEROSOL,INSL X AEROSOL,19,0AC01,07,013,,023906976033,,,$3.40,$3.43,INS,N,0%,N,N
AC0108-013,DECORATIVE AERO-GLS AWARENS PI,{N/A},INSL X AEROSOL,INSL X AEROSOL,12,0AC01,08,013,,023906976040,,,$3.40,$3.43,INS,N,0%,N,N
AC0109-013,DECORATIVE AERO-GLS BANNER ORN,{N/A},INSL X AEROSOL,INSL X AEROSOL,5,0AC01,09,013,,023906976057,,,$3.40,$3.43,INS,N,0%,N,N
